"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime","param"
"507","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-34 PFMC-June 17-nitrogen","Sample-Routine","Water",NA,2017-06-21,"10:15:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-PFMC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.783","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-06-21,NA,NA,NA,NA,NA,"STORET",2017-06-21 16:15:00,NA,"Nitrogen Total ppm"
"508","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-13 MCSBC-Jan 16-Nitrogen","Sample-Routine","Water",NA,2017-01-13,"13:45:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.362","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-01-13,NA,NA,NA,NA,NA,"STORET",2017-01-13 19:45:00,NA,"Nitrogen Total ppm"
"509","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 Jul 5 2017 TotalN","Sample-Routine","Water",NA,2017-07-05,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.628","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-07-05,NA,NA,NA,NA,NA,"STORET",2017-07-05 18:00:00,NA,"Nitrogen Total mg/l"
"510","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 Jun 23 2018 TotalN","Sample-Routine","Water",NA,2018-06-23,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.249","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-06-23,NA,NA,NA,NA,NA,"STORET",2018-06-23 18:00:00,NA,"Nitrogen Total mg/l"
"511","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-70-MCSBSC-Apr 18-nitrogen","Sample-Routine","Water",NA,2018-04-04,"11:37:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.308","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-04-04,NA,NA,NA,NA,NA,"STORET",2018-04-04 17:37:00,NA,"Nitrogen Total ppm"
"512","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-5 CLC-Nov 16-Nitrogen","Sample-Routine","Water",NA,2016-11-11,"11:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.113","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-11-11,NA,NA,NA,NA,NA,"STORET",2016-11-11 17:40:00,NA,"Nitrogen Total ppm"
"513","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-27 CC-Apr 17-nitorgen","Sample-Routine","Water",NA,2017-04-18,"14:05:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.552","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-04-18,NA,NA,NA,NA,NA,"STORET",2017-04-18 20:05:00,NA,"Nitrogen Total ppm"
"514","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-101-SLBC-Nov 18-nitrogen","Sample-Routine","Water",NA,2018-11-16,"11:45:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-SLBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.618","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-11-16,NA,NA,NA,NA,NA,"STORET",2018-11-16 17:45:00,NA,"Nitrogen Total ppm"
"515","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-142-CLC-Jul 19-nitrogen","Sample-Routine","Water",NA,2019-07-29,"12:20:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.199","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-07-29,NA,NA,NA,NA,NA,"STORET",2019-07-29 18:20:00,NA,"Nitrogen Total ppm"
"516","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD4 Mar 20 2015 TotalN","Sample-Routine","Water",NA,2015-03-20,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD4",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.553","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2015-03-20,NA,NA,NA,NA,NA,"STORET",2015-03-20 18:00:00,NA,"Nitrogen Total mg/l"
"517","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-8 NBC-Dec 16-Nitrogen","Sample-Routine","Water",NA,2016-12-01,"11:25:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.046","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-12-01,NA,NA,NA,NA,NA,"STORET",2016-12-01 17:25:00,NA,"Nitrogen Total ppm"
"518","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD2 Jan 9 2018 TotalN","Sample-Routine","Water",NA,2018-01-09,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD2",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.471","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-01-09,NA,NA,NA,NA,NA,"STORET",2018-01-09 18:00:00,NA,"Nitrogen Total mg/l"
"519","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 December 20 2017 TotalN","Sample-Routine","Water",NA,2017-12-20,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.446","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-12-20,NA,NA,NA,NA,NA,"STORET",2017-12-20 18:00:00,NA,"Nitrogen Total mg/l"
"520","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-131-RC-Jun 19-nitrogen","Sample-Routine","Water",NA,2019-06-12,"11:35:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-RC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.755","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-06-12,NA,NA,NA,NA,NA,"STORET",2019-06-12 17:35:00,NA,"Nitrogen Total ppm"
"521","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-67-NBC-Mar 18-nitrogen","Sample-Routine","Water",NA,2018-03-06,"10:27:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.623","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-03-06,NA,NA,NA,NA,NA,"STORET",2018-03-06 16:27:00,NA,"Nitrogen Total ppm"
"522","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-3 ECC-Oct 16-Nitrogen","Sample-Routine","Water",NA,2016-10-28,"12:05:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.186","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-10-28,NA,NA,NA,NA,NA,"STORET",2016-10-28 18:05:00,NA,"Nitrogen Total ppm"
"523","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 Jan 24 2017 TotalN","Sample-Routine","Water",NA,2017-01-24,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.387","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-01-24,NA,NA,NA,NA,NA,"STORET",2017-01-24 18:00:00,NA,"Nitrogen Total mg/l"
"524","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-79-MCSBSC-Jun 18-nitrogen","Sample-Routine","Water",NA,2018-06-07,"11:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.245","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-06-07,NA,NA,NA,NA,NA,"STORET",2018-06-07 17:00:00,NA,"Nitrogen Total ppm"
"525","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-16 MCSBC-Feb 16-Nitrogen","Sample-Routine","Water",NA,2017-02-03,"12:55:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.616","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-02-03,NA,NA,NA,NA,NA,"STORET",2017-02-03 18:55:00,NA,"Nitrogen Total ppm"
"526","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-86-CLC-Aug 18-nitrogen","Sample-Routine","Water",NA,2018-08-16,"10:52:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.118","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-08-16,NA,NA,NA,NA,NA,"STORET",2018-08-16 16:52:00,NA,"Nitrogen Total ppm"
"527","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 Jun 25 2018 TotalN","Sample-Routine","Water",NA,2018-06-25,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.265","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-06-25,NA,NA,NA,NA,NA,"STORET",2018-06-25 18:00:00,NA,"Nitrogen Total mg/l"
"528","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-133-CLC-Jun 19-nitrogen","Sample-Routine","Water",NA,2019-06-12,"11:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.121","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-06-12,NA,NA,NA,NA,NA,"STORET",2019-06-12 17:00:00,NA,"Nitrogen Total ppm"
"529","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-48-CLC-Oct 17-nitrogen","Sample-Routine","Water",NA,2017-10-19,"10:20:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CLC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.536","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-10-19,NA,NA,NA,NA,NA,"STORET",2017-10-19 16:20:00,NA,"Nitrogen Total ppm"
"530","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-119-MCSBSC-Mar 19-nitrogen","Sample-Routine","Water",NA,2019-03-29,"11:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.227","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-03-29,NA,NA,NA,NA,NA,"STORET",2019-03-29 17:40:00,NA,"Nitrogen Total ppm"
"531","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-66-CC-Feb 18-nitrogen","Sample-Routine","Water",NA,2018-02-28,"12:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.345","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-02-28,NA,NA,NA,NA,NA,"STORET",2018-02-28 18:40:00,NA,"Nitrogen Total ppm"
"532","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-130-NBC-May 19-nitrogen","Sample-Routine","Water",NA,2019-05-27,"11:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.104","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-05-27,NA,NA,NA,NA,NA,"STORET",2019-05-27 17:40:00,NA,"Nitrogen Total ppm"
"533","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-135-NBC-Jun 19-nitrogen","Sample-Routine","Water",NA,2019-06-14,"10:24:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.205","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-06-14,NA,NA,NA,NA,NA,"STORET",2019-06-14 16:24:00,NA,"Nitrogen Total ppm"
"534","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-30 SLBC-May 17-nitorgen","Sample-Routine","Water",NA,2017-05-12,"13:05:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-SLBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.571","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-05-12,NA,NA,NA,NA,NA,"STORET",2017-05-12 19:05:00,NA,"Nitrogen Total ppm"
"535","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD3 May 13 2015 TotalN","Sample-Routine","Water",NA,2015-05-13,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD3",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","1.592","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2015-05-13,NA,NA,NA,NA,NA,"STORET",2015-05-13 18:00:00,NA,"Nitrogen Total mg/l"
"536","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-37-NBC-July 17-nitrogen","Sample-Routine","Water",NA,2017-07-03,"11:57:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.548","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-07-03,NA,NA,NA,NA,NA,"STORET",2017-07-03 17:57:00,NA,"Nitrogen Total ppm"
"537","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-LRD1 Jan 4 2016 TotalN","Sample-Routine","Water",NA,2016-01-04,"12:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-020",NA,"ASUERF-LRD1",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.613","mg/l",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2016-01-04,NA,NA,NA,NA,NA,"STORET",2016-01-04 18:00:00,NA,"Nitrogen Total mg/l"
"538","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-105-NBC-Dec 19-nitrogen","Sample-Routine","Water",NA,2018-12-14,"09:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-NBC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.293","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2018-12-14,NA,NA,NA,NA,NA,"STORET",2018-12-14 15:30:00,NA,"Nitrogen Total ppm"
"539","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-48-MCSBSC-Oct 17-nitrogen","Sample-Routine","Water",NA,2017-10-05,"11:50:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.252","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-10-05,NA,NA,NA,NA,NA,"STORET",2017-10-05 17:50:00,NA,"Nitrogen Total ppm"
"540","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-57-MCSBSC- Dec 17- nitrogen","Sample-Routine","Water",NA,2017-12-07,"11:45:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-MCSBSC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.577","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2017-12-07,NA,NA,NA,NA,NA,"STORET",2017-12-07 17:45:00,NA,"Nitrogen Total ppm"
"541","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-131-ECC-Jun 19-nitrogen","Sample-Routine","Water",NA,2019-06-05,"09:05:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-ECC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.428","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-06-05,NA,NA,NA,NA,NA,"STORET",2019-06-05 15:05:00,NA,"Nitrogen Total ppm"
"542","ASUERF","Arkansas State University Ecotoxicology Research Facility","ASUERF-111-CC-Fev 19-nitrogen","Sample-Routine","Water",NA,2019-02-18,"15:15:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-255",NA,"ASUERF-CC",NA,NA,NA,NA,"Total Nitrogen","ASUERF","DA-3500 Discrete Analyzer","Bucket",NA,"Nitrogen","Total","0.386","ppm",NA,"Final",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500-N-C","APHA","4500 N C ~ Persufate Method for Total Nitrogen",NA,NA,2019-02-18,NA,NA,NA,NA,NA,"STORET",2019-02-18 21:15:00,NA,"Nitrogen Total ppm"
